pcfId	hierarchyId	name	description	differenceIndex	changeDetails	metricsAvailable	level	parent	children	category	industry
18986	5.1.2	Manage gates	Managing crew based on gate needs. Review the flight schedule and aircraft types and determine a schedule based upon an understanding of constraints. Define ground crew assignment plan and assign crew based upon the available gates.  Determine the management of gates (by zone or by gate), the available gates, and review the crew schedule.	0		false	3	5.1	5.1.2.1,5.1.2.2	Operating Processes	airline
18987	5.1.2.1	Define gate assignments and schedule		0		false	4	5.1.2	5.1.2.1.1,5.1.2.1.2	Operating Processes	airline
18988	5.1.2.1.1	Review flight schedule and aircraft types		0		false	5	5.1.2.1		Operating Processes	airline
18989	5.1.2.1.2	Determine schedule based upon constraints		0		false	5	5.1.2.1		Operating Processes	airline
18990	5.1.2.2	Produce ground crew assignment plan and assign crew	This will be done based upon the available gates	0		false	4	5.1.2	5.1.2.2.1,5.1.2.2.2,5.1.2.2.3	Operating Processes	airline
18991	5.1.2.2.1	Determine management of gates (by zone or by gate)		0		false	5	5.1.2.2		Operating Processes	airline
18992	5.1.2.2.2	Determine available gates		0		false	5	5.1.2.2		Operating Processes	airline
18993	5.1.2.2.3	Review crew schedule and assign crew		0		false	5	5.1.2.2		Operating Processes	airline
18994	5.1.3	Prepare to close out flight	Estimating and refining the aircraft load.  This is done by estimating the total passenger/bags/cargo/fuel payload (zero fuel) and based on this, determining the fuel requirements. Thereafter, a load plan that ensures loading to achieve weight balance for minimum drag is created and signed-off, dangerous goods managed, a final balance trim at the aircraft side performed to confirm that weight balance is completed and the plane is ready to fly and the final load is communicated to the pilot.  (Trimming balances aerodynamic forces for zero rotation about the center of gravity).  The final activity in this process is the closing out of the flight.	0		false	3	5.1	5.1.3.1,5.1.3.2	Operating Processes	airline
18995	5.1.3.1	Estimate and refine aircraft load		0		false	4	5.1.3	5.1.3.1.1,5.1.3.1.2,5.1.3.1.3,5.1.3.1.4,5.1.3.1.5,5.1.3.1.6	Operating Processes	airline
18996	5.1.3.1.1	Estimate total passenger/bags/cargo/fuel payload (zero fuel)	zero fuel - weight of aircraft before you add fuel	0		false	5	5.1.3.1		Operating Processes	airline
18997	5.1.3.1.2	Determine fuel requirements		0		true	5	5.1.3.1		Operating Processes	airline
18998	5.1.3.1.3	Create and sign off on load plan	Load plan ensures loading to achieve weight balance for minimum drag	0		false	5	5.1.3.1		Operating Processes	airline
18999	5.1.3.1.4	Manage dangerous goods		0		false	5	5.1.3.1		Operating Processes	airline
19000	5.1.3.1.5	Perform final balance trim at aircraft side	Confirm weight balance is completed and plane is ready to fly. Trimming balances aerodynamic forces for zero rotation about Center of Gravity	0		false	5	5.1.3.1		Operating Processes	airline
19001	5.1.3.1.6	Communicate final load to pilot		0		false	5	5.1.3.1		Operating Processes	airline
19002	5.1.3.2	Close out gate		0		false	4	5.1.3		Operating Processes	airline
19003	5.2	Provide airline services to passengers	Managing the flow of passengers and baggage. This is an aggregation of passenger/customer and baggage movement.  It encompasses the management of customer departures and arrivals, the monitoring of customer transfers, the provision of baggage services, as well as a process to ensure the services are provided at a consistent, satisfactory level of quality.	0		false	2	5.0	5.2.1,5.2.2,5.2.3,5.2.4	Operating Processes	airline
19004	5.2.1	Manage customer departures	Steering the passenger experience from check-in to boarding. Managing customer departures includes: managing check-in; security processing, which includes verifying passenger identity; the pre-departure gate process, which includes providing premium lounge access; managing overbooked flights; managing customer special needs, etc.; and the passenger boarding process.	0		false	3	5.2	5.2.1.1,5.2.1.2,5.2.1.3,5.2.1.4	Operating Processes	airline
19005	5.2.1.1	Manage check-in		0		false	4	5.2.1		Operating Processes	airline
19006	5.2.1.2	Manage security processing	This include verifying passenger identity	0		false	4	5.2.1		Operating Processes	airline
19007	5.2.1.3	Manage pre-departure gate process	This includes providing premium lounge access, managing overbooked flights, managing customer special needs etc.	0		false	4	5.2.1		Operating Processes	airline
19008	5.2.1.4	Manage passenger boarding process		0		false	4	5.2.1		Operating Processes	airline
19009	5.2.2	Monitor customer transfers	Overseeing passenger flight transfers.  Manage transfer flight information which includes managing date/flight information display systems, a transit check-in service, and the management of transfers to / from non-interline partners, including check-in of interline passengers and baggage.	0		false	3	5.2	5.2.2.1,5.2.2.2,5.2.2.3	Operating Processes	airline
19010	5.2.2.1	Provide transfer flight information	This includes managing date/flight information display systems	0		false	4	5.2.2		Operating Processes	airline
19011	5.2.2.2	Provide transit check-in service		0		false	4	5.2.2		Operating Processes	airline
19012	5.2.2.3	Manage transfers to/from non-interline partners	This includes check-in of interline passengers and baggage	0		false	4	5.2.2		Operating Processes	airline
19013	5.2.3	Manage customer arrivals	Handling passenger information and experience upon arrival.  Meet and assist incoming passengers, including: provision of information and special services, managing security/customs and immigration, and customer loyalty arrival lounges.  Managing lounges includes the provision of amenities, connectivity, and conference services.	0		false	3	5.2	5.2.3.1,5.2.3.2,5.2.3.3	Operating Processes	airline
