id	name	type	label	comment	subClassOf	supersededBy	domainIncludes	rangeIncludes
schema:clincalPharmacology	schema:clincalPharmacology	rdf:Property	clincalPharmacology	Description of the absorption and elimination of drugs, including their concentration (pharmacokinetics, pK) and biological effects (pharmacodynamics, pD).		schema:clinicalPharmacology	schema:Drug	schema:Text
schema:endDate	schema:endDate	rdf:Property	endDate	The end date and time of the item (in [ISO 8601 date format](http://en.wikipedia.org/wiki/ISO_8601)).			schema:Schedule,schema:CreativeWorkSeries,schema:DatedMoneySpecification,schema:CreativeWorkSeason,schema:EducationalOccupationalProgram,schema:Role,schema:MerchantReturnPolicySeasonalOverride,schema:Event	schema:DateTime,schema:Date
schema:isSimilarTo	schema:isSimilarTo	rdf:Property	isSimilarTo	A pointer to another, functionally similar product (or multiple products).			schema:Service,schema:Product	schema:Service,schema:Product
schema:tributary	schema:tributary	rdf:Property	tributary	The anatomical or organ system that the vein flows into; a larger structure that the vein connects to.			schema:Vein	schema:AnatomicalStructure
schema:webCheckinTime	schema:webCheckinTime	rdf:Property	webCheckinTime	The time when a passenger can check into the flight online.			schema:Flight	schema:DateTime
schema:penciler	schema:penciler	rdf:Property	penciler	The individual who draws the primary narrative artwork.			schema:ComicStory,schema:VisualArtwork,schema:ComicIssue	schema:Person
schema:medicalSpecialty	schema:medicalSpecialty	rdf:Property	medicalSpecialty	A medical specialty of the provider.			schema:MedicalOrganization,schema:Hospital,schema:MedicalClinic,schema:Physician	schema:MedicalSpecialty
schema:returnShippingFeesAmount	schema:returnShippingFeesAmount	rdf:Property	returnShippingFeesAmount	Amount of shipping costs for product returns (for any reason). Applicable when property [[returnFees]] equals [[ReturnShippingFees]].			schema:MerchantReturnPolicySeasonalOverride,schema:MerchantReturnPolicy	schema:MonetaryAmount
schema:gtin8	schema:gtin8	rdf:Property	gtin8	The GTIN-8 code of the product, or the product to which the offer refers. This code is also known as EAN/UCC-8 or 8-digit EAN. See [GS1 GTIN Summary](http://www.gs1.org/barcodes/technical/idkeys/gtin) for more details.			schema:Product,schema:Demand,schema:Offer	schema:Text
schema:pronouns	schema:pronouns	rdf:Property	pronouns	A short string listing or describing pronouns for a person. Typically the person concerned is the best authority as pronouns are a critical part of personal identity and expression. Publishers and consumers of this information are reminded to treat this data responsibly, take country-specific laws related to gender expression into account, and be wary of out-of-date data and drawing unwarranted inferences about the person being described.  In English, formulations such as "they/them", "she/her", and "he/him" are commonly used online and can also be used here. We do not intend to enumerate all possible micro-syntaxes in all languages. More structured and well-defined external values for pronouns can be referenced using the [[StructuredValue]] or [[DefinedTerm]] values. 			schema:Person	schema:Text,schema:StructuredValue,schema:DefinedTerm
schema:inDefinedTermSet	schema:inDefinedTermSet	rdf:Property	inDefinedTermSet	A [[DefinedTermSet]] that contains this term.			schema:DefinedTerm	schema:URL,schema:DefinedTermSet
schema:replyToUrl	schema:replyToUrl	rdf:Property	replyToUrl	The URL at which a reply may be posted to the specified UserComment.			schema:UserComments	schema:URL
schema:hasMolecularFunction	schema:hasMolecularFunction	rdf:Property	hasMolecularFunction	Molecular function performed by this BioChemEntity; please use PropertyValue if you want to include any evidence.			schema:BioChemEntity	schema:PropertyValue,schema:URL,schema:DefinedTerm
schema:faxNumber	schema:faxNumber	rdf:Property	faxNumber	The fax number.			schema:Person,schema:Place,schema:Organization,schema:ContactPoint	schema:Text
schema:expectedArrivalUntil	schema:expectedArrivalUntil	rdf:Property	expectedArrivalUntil	The latest date the package may arrive.			schema:ParcelDelivery	schema:Date,schema:DateTime
schema:partOfTVSeries	schema:partOfTVSeries	rdf:Property	partOfTVSeries	The TV series to which this episode or season belongs.		schema:partOfSeries	schema:TVEpisode,schema:TVSeason,schema:TVClip	schema:TVSeries
schema:valueName	schema:valueName	rdf:Property	valueName	Indicates the name of the PropertyValueSpecification to be used in URL templates and form encoding in a manner analogous to HTML's input@name.			schema:PropertyValueSpecification	schema:Text
schema:modelDate	schema:modelDate	rdf:Property	modelDate	The release date of a vehicle model (often used to differentiate versions of the same make and model).			schema:Vehicle	schema:Date
schema:size	schema:size	rdf:Property	size	A standardized size of a product or creative work, specified either through a simple textual string (for example 'XL', '32Wx34L'), a  QuantitativeValue with a unitCode, or a comprehensive and structured [[SizeSpecification]]; in other cases, the [[width]], [[height]], [[depth]] and [[weight]] properties may be more applicable. 			schema:Product,schema:CreativeWork	schema:DefinedTerm,schema:Text,schema:SizeSpecification,schema:QuantitativeValue
schema:duns	schema:duns	rdf:Property	duns	The Dun & Bradstreet DUNS number for identifying an organization or business person.			schema:Organization,schema:Person	schema:Text
schema:incentives	schema:incentives	rdf:Property	incentives	Description of bonus and commission compensation aspects of the job.		schema:incentiveCompensation	schema:JobPosting	schema:Text
schema:maximumIntake	schema:maximumIntake	rdf:Property	maximumIntake	Recommended intake of this supplement for a given population as defined by a specific recommending authority.			schema:DrugStrength,schema:DietarySupplement,schema:Drug,schema:Substance	schema:MaximumDoseSchedule
schema:departureGate	schema:departureGate	rdf:Property	departureGate	Identifier of the flight's departure gate.			schema:Flight	schema:Text
schema:status	schema:status	rdf:Property	status	The status of the study (enumerated).			schema:MedicalCondition,schema:MedicalProcedure,schema:MedicalStudy	schema:EventStatusType,schema:MedicalStudyStatus,schema:Text
schema:educationalRole	schema:educationalRole	rdf:Property	educationalRole	An educationalRole of an EducationalAudience.			schema:EducationalAudience	schema:Text
schema:termsOfService	schema:termsOfService	rdf:Property	termsOfService	Human-readable terms of service documentation.			schema:Service	schema:URL,schema:Text
schema:cutoffTime	schema:cutoffTime	rdf:Property	cutoffTime	Order cutoff time allows merchants to describe the time after which they will no longer process orders received on that day. For orders processed after cutoff time, one day gets added to the delivery time estimate. This property is expected to be most typically used via the [[ShippingRateSettings]] publication pattern. The time is indicated using the ISO-8601 Time format, e.g. "23:30:00-05:00" would represent 6:30 pm Eastern Standard Time (EST) which is 5 hours behind Coordinated Universal Time (UTC).			schema:ServicePeriod,schema:ShippingDeliveryTime	schema:Time
schema:drug	schema:drug	rdf:Property	drug	Specifying a drug or medicine used in a medication procedure.			schema:TherapeuticProcedure,schema:MedicalCondition,schema:Patient,schema:DrugClass	schema:Drug
schema:itemListElement	schema:itemListElement	rdf:Property	itemListElement	For itemListElement values, you can use simple strings (e.g. "Peter", "Paul", "Mary"), existing entities, or use ListItem.\n\nText values are best if the elements in the list are plain strings. Existing entities are best for a simple, unordered list of existing things in your data. ListItem is used with ordered lists when you want to provide additional context about the element in that list or when the same item might be in different places in different lists.\n\nNote: The order of elements in your mark-up is not sufficient for indicating the order or elements.  Use ListItem with a 'position' property in such cases.			schema:ItemList	schema:Text,schema:Thing,schema:ListItem
schema:geoMidpoint	schema:geoMidpoint	rdf:Property	geoMidpoint	Indicates the GeoCoordinates at the centre of a GeoShape, e.g. GeoCircle.			schema:GeoCircle	schema:GeoCoordinates
schema:courseMode	schema:courseMode	rdf:Property	courseMode	The medium or means of delivery of the course instance or the mode of study, either as a text label (e.g. "online", "onsite" or "blended"; "synchronous" or "asynchronous"; "full-time" or "part-time") or as a URL reference to a term from a controlled vocabulary (e.g. https://ceds.ed.gov/element/001311#Asynchronous).			schema:CourseInstance	schema:Text,schema:URL
schema:gameServer	schema:gameServer	rdf:Property	gameServer	The server on which  it is possible to play the game.			schema:VideoGame	schema:GameServer
schema:addressLocality	schema:addressLocality	rdf:Property	addressLocality	The locality in which the street address is, and which is in the region. For example, Mountain View.			schema:PostalAddress	schema:Text
schema:toRecipient	schema:toRecipient	rdf:Property	toRecipient	A sub property of recipient. The recipient who was directly sent the message.			schema:Message	schema:Organization,schema:Audience,schema:Person,schema:ContactPoint
schema:returnPolicyCategory	schema:returnPolicyCategory	rdf:Property	returnPolicyCategory	Specifies an applicable return policy (from an enumeration).			schema:MerchantReturnPolicySeasonalOverride,schema:MerchantReturnPolicy	schema:MerchantReturnEnumeration
