id	name	description	industry	stage
GrowthStageInsuranceEmployeeBenefitFundsStartup	GrowthStage Insurance and Employee Benefit Funds Startup	Growth stage startup in insurance and employee benefit funds	5251	GrowthStage
GrowthStageInterurbanRuralBusTransportationStartup	GrowthStage Interurban and Rural Bus Transportation Startup	Growth stage startup in interurban and rural bus transportation	4852	GrowthStage
GrowthStageInvestigationSecurityServicesStartup	GrowthStage Investigation and Security Services Startup	Growth stage startup in investigation and security services	5616	GrowthStage
GrowthStageIronSteelMillsFerroalloyManufacturingStartup	GrowthStage Iron and Steel Mills and Ferroalloy Manufacturing Startup	Growth stage startup in iron and steel mills and ferroalloy manufacturing	3311	GrowthStage
GrowthStageJewelryLuggageLeatherGoodsRetailersStartup	GrowthStage Jewelry, Luggage, and Leather Goods Retailers Startup	Growth stage startup in jewelry, luggage, and leather goods retailers	4583	GrowthStage
GrowthStageJuniorCollegesStartup	GrowthStage Junior Colleges Startup	Growth stage startup in junior colleges	6112	GrowthStage
GrowthStageJusticePublicOrderSafetyActivitiesStartup	GrowthStage Justice, Public Order, and Safety Activities Startup	Growth stage startup in justice, public order, and safety activities	922	GrowthStage
GrowthStageJusticePublicOrderSafetyActivitiesStartup	GrowthStage Justice, Public Order, and Safety Activities Startup	Growth stage startup in justice, public order, and safety activities	9221	GrowthStage
GrowthStageLandSubdivisionStartup	GrowthStage Land Subdivision Startup	Growth stage startup in land subdivision	2372	GrowthStage
GrowthStageLawnGardenEquipmentSuppliesRetailersStartup	GrowthStage Lawn and Garden Equipment and Supplies Retailers Startup	Growth stage startup in lawn and garden equipment and supplies retailers	4442	GrowthStage
GrowthStageLeatherAlliedProductManufacturingStartup	GrowthStage Leather and Allied Product Manufacturing Startup	Growth stage startup in leather and allied product manufacturing	316	GrowthStage
GrowthStageLeatherHideTanningFinishingStartup	GrowthStage Leather and Hide Tanning and Finishing Startup	Growth stage startup in leather and hide tanning and finishing	3161	GrowthStage
GrowthStageLegalServicesStartup	GrowthStage Legal Services Startup	Growth stage startup in legal services	5411	GrowthStage
GrowthStageLessorsNonfinancialIntangibleAssetsExceptCopyrightedWorksStartup	GrowthStage Lessors of Nonfinancial Intangible Assets (except Copyrighted Works) Startup	Growth stage startup in lessors of nonfinancial intangible assets (except copyrighted works)	533	GrowthStage
GrowthStageLessorsNonfinancialIntangibleAssetsExceptCopyrightedWorksStartup	GrowthStage Lessors of Nonfinancial Intangible Assets (except Copyrighted Works) Startup	Growth stage startup in lessors of nonfinancial intangible assets (except copyrighted works)	5331	GrowthStage
GrowthStageLessorsRealEstateStartup	GrowthStage Lessors of Real Estate Startup	Growth stage startup in lessors of real estate	5311	GrowthStage
GrowthStageLimeGypsumProductManufacturingStartup	GrowthStage Lime and Gypsum Product Manufacturing Startup	Growth stage startup in lime and gypsum product manufacturing	3274	GrowthStage
GrowthStageLocalMessengersLocalDeliveryStartup	GrowthStage Local Messengers and Local Delivery Startup	Growth stage startup in local messengers and local delivery	4922	GrowthStage
GrowthStageLoggingStartup	GrowthStage Logging Startup	Growth stage startup in logging	1133	GrowthStage
GrowthStageLumberOtherConstructionMaterialsMerchantWholesalersStartup	GrowthStage Lumber and Other Construction Materials Merchant Wholesalers Startup	Growth stage startup in lumber and other construction materials merchant wholesalers	4233	GrowthStage
GrowthStageMachineryEquipmentSuppliesMerchantWholesalersStartup	GrowthStage Machinery, Equipment, and Supplies Merchant Wholesalers Startup	Growth stage startup in machinery, equipment, and supplies merchant wholesalers	4238	GrowthStage
GrowthStageMachineryManufacturingStartup	GrowthStage Machinery Manufacturing Startup	Growth stage startup in machinery manufacturing	333	GrowthStage
GrowthStageMachineShopsTurnedProductScrewNutBoltManufacturingStartup	GrowthStage Machine Shops; Turned Product; and Screw, Nut, and Bolt Manufacturing Startup	Growth stage startup in machine shops; turned product; and screw, nut, and bolt manufacturing	3327	GrowthStage
GrowthStageManagementCompaniesEnterprisesStartup	GrowthStage Management of Companies and Enterprises Startup	Growth stage startup in management of companies and enterprises	55	GrowthStage
GrowthStageManagementCompaniesEnterprisesStartup	GrowthStage Management of Companies and Enterprises Startup	Growth stage startup in management of companies and enterprises	551	GrowthStage
GrowthStageManagementCompaniesEnterprisesStartup	GrowthStage Management of Companies and Enterprises Startup	Growth stage startup in management of companies and enterprises	5511	GrowthStage
GrowthStageManagementScientificTechnicalConsultingServicesStartup	GrowthStage Management, Scientific, and Technical Consulting Services Startup	Growth stage startup in management, scientific, and technical consulting services	5416	GrowthStage
GrowthStageManufacturingReproducingMagneticOpticalMediaStartup	GrowthStage Manufacturing and Reproducing Magnetic and Optical Media Startup	Growth stage startup in manufacturing and reproducing magnetic and optical media	3346	GrowthStage
GrowthStageMediaStreamingDistributionServicesSocialNetworksOtherMediaNetworksContentProvidersStartup	GrowthStage Media Streaming Distribution Services, Social Networks, and Other Media Networks and Content Providers Startup	Growth stage startup in media streaming distribution services, social networks, and other media networks and content providers	5162	GrowthStage
GrowthStageMedicalDiagnosticLaboratoriesStartup	GrowthStage Medical and Diagnostic Laboratories Startup	Growth stage startup in medical and diagnostic laboratories	6215	GrowthStage
GrowthStageMedicalEquipmentSuppliesManufacturingStartup	GrowthStage Medical Equipment and Supplies Manufacturing Startup	Growth stage startup in medical equipment and supplies manufacturing	3391	GrowthStage
GrowthStageMerchantWholesalersDurableGoodsStartup	GrowthStage Merchant Wholesalers, Durable Goods Startup	Growth stage startup in merchant wholesalers, durable goods	423	GrowthStage
GrowthStageMerchantWholesalersNondurableGoodsStartup	GrowthStage Merchant Wholesalers, Nondurable Goods Startup	Growth stage startup in merchant wholesalers, nondurable goods	424	GrowthStage
GrowthStageMetalMineralExceptPetroleumMerchantWholesalersStartup	GrowthStage Metal and Mineral (except Petroleum) Merchant Wholesalers Startup	Growth stage startup in metal and mineral (except petroleum) merchant wholesalers	4235	GrowthStage
GrowthStageMetalOreMiningStartup	GrowthStage Metal Ore Mining Startup	Growth stage startup in metal ore mining	2122	GrowthStage
GrowthStageMetalworkingMachineryManufacturingStartup	GrowthStage Metalworking Machinery Manufacturing Startup	Growth stage startup in metalworking machinery manufacturing	3335	GrowthStage
GrowthStageMiningExceptOilGasStartup	GrowthStage Mining (except Oil and Gas) Startup	Growth stage startup in mining (except oil and gas)	212	GrowthStage
GrowthStageMiningQuarryingOilGasExtractionStartup	GrowthStage Mining, Quarrying, and Oil and Gas Extraction Startup	Growth stage startup in mining, quarrying, and oil and gas extraction	21	GrowthStage
GrowthStageMiscellaneousDurableGoodsMerchantWholesalersStartup	GrowthStage Miscellaneous Durable Goods Merchant Wholesalers Startup	Growth stage startup in miscellaneous durable goods merchant wholesalers	4239	GrowthStage
GrowthStageMiscellaneousManufacturingStartup	GrowthStage Miscellaneous Manufacturing Startup	Growth stage startup in miscellaneous manufacturing	339	GrowthStage
GrowthStageMiscellaneousNondurableGoodsMerchantWholesalersStartup	GrowthStage Miscellaneous Nondurable Goods Merchant Wholesalers Startup	Growth stage startup in miscellaneous nondurable goods merchant wholesalers	4249	GrowthStage
GrowthStageMonetaryAuthoritiesCentralBankStartup	GrowthStage Monetary Authorities-Central Bank Startup	Growth stage startup in monetary authorities-central bank	521	GrowthStage
GrowthStageMonetaryAuthoritiesCentralBankStartup	GrowthStage Monetary Authorities-Central Bank Startup	Growth stage startup in monetary authorities-central bank	5211	GrowthStage
GrowthStageMotionPictureSoundRecordingIndustriesStartup	GrowthStage Motion Picture and Sound Recording Industries Startup	Growth stage startup in motion picture and sound recording industries	512	GrowthStage
GrowthStageMotionPictureVideoIndustriesStartup	GrowthStage Motion Picture and Video Industries Startup	Growth stage startup in motion picture and video industries	5121	GrowthStage
GrowthStageMotorVehicleBodyTrailerManufacturingStartup	GrowthStage Motor Vehicle Body and Trailer Manufacturing Startup	Growth stage startup in motor vehicle body and trailer manufacturing	3362	GrowthStage
GrowthStageMotorVehicleManufacturingStartup	GrowthStage Motor Vehicle Manufacturing Startup	Growth stage startup in motor vehicle manufacturing	3361	GrowthStage
GrowthStageMotorVehicleMotorVehiclePartsSuppliesMerchantWholesalersStartup	GrowthStage Motor Vehicle and Motor Vehicle Parts and Supplies Merchant Wholesalers Startup	Growth stage startup in motor vehicle and motor vehicle parts and supplies merchant wholesalers	4231	GrowthStage
GrowthStageMotorVehiclePartsDealersStartup	GrowthStage Motor Vehicle and Parts Dealers Startup	Growth stage startup in motor vehicle and parts dealers	441	GrowthStage
GrowthStageMotorVehiclePartsManufacturingStartup	GrowthStage Motor Vehicle Parts Manufacturing Startup	Growth stage startup in motor vehicle parts manufacturing	3363	GrowthStage
GrowthStageMuseumsHistoricalSitesSimilarInstitutionsStartup	GrowthStage Museums, Historical Sites, and Similar Institutions Startup	Growth stage startup in museums, historical sites, and similar institutions	712	GrowthStage
GrowthStageMuseumsHistoricalSitesSimilarInstitutionsStartup	GrowthStage Museums, Historical Sites, and Similar Institutions Startup	Growth stage startup in museums, historical sites, and similar institutions	7121	GrowthStage
GrowthStageNationalSecurityInternationalAffairsStartup	GrowthStage National Security and International Affairs Startup	Growth stage startup in national security and international affairs	928	GrowthStage
GrowthStageNationalSecurityInternationalAffairsStartup	GrowthStage National Security and International Affairs Startup	Growth stage startup in national security and international affairs	9281	GrowthStage
GrowthStageNaturalGasDistributionStartup	GrowthStage Natural Gas Distribution Startup	Growth stage startup in natural gas distribution	2212	GrowthStage
GrowthStageNavigationalMeasuringElectromedicalControlInstrumentsManufacturingStartup	GrowthStage Navigational, Measuring, Electromedical, and Control Instruments Manufacturing Startup	Growth stage startup in navigational, measuring, electromedical, and control instruments manufacturing	3345	GrowthStage
GrowthStageNewspaperPeriodicalBookDirectoryPublishersStartup	GrowthStage Newspaper, Periodical, Book, and Directory Publishers Startup	Growth stage startup in newspaper, periodical, book, and directory publishers	5131	GrowthStage
GrowthStageNondepositoryCreditIntermediationStartup	GrowthStage Nondepository Credit Intermediation Startup	Growth stage startup in nondepository credit intermediation	5222	GrowthStage
