taskId	occupation
PromotionsManagers.direct.Mobilization.of.CampaignTeam.to.AdvanceCampaignGoals	Advertising and Promotions Managers
PromotionsManagers.motivate.Mobilization.of.CampaignTeam.to.AdvanceCampaignGoals	Advertising and Promotions Managers
PromotionsManagers.monitor.Mobilization.of.CampaignTeam.to.AdvanceCampaignGoals	Advertising and Promotions Managers
AdvertisingManagers.prepare.BudgetsEstimates.for.ProgramCostsAsPart.of.CampaignPlanDevelopment	Advertising and Promotions Managers
AdvertisingManagers.prepare.SubmitEstimates.for.ProgramCostsAsPart.of.CampaignPlanDevelopment	Advertising and Promotions Managers
PromotionsManagers.prepare.BudgetsEstimates.for.ProgramCostsAsPart.of.CampaignPlanDevelopment	Advertising and Promotions Managers
PromotionsManagers.prepare.SubmitEstimates.for.ProgramCostsAsPart.of.CampaignPlanDevelopment	Advertising and Promotions Managers
AdvertisingManagers.contact.Organizations.to.ExplainServicesOffered	Advertising and Promotions Managers
AdvertisingManagers.contact.Organizations.to.FacilitiesOffered	Advertising and Promotions Managers
PromotionsManagers.contact.Organizations.to.ExplainServicesOffered	Advertising and Promotions Managers
PromotionsManagers.contact.Organizations.to.FacilitiesOffered	Advertising and Promotions Managers
AdvertisingManagers.monitor.SalesPromotionResults.to.DetermineCostEffectiveness.of.PromotionCampaigns	Advertising and Promotions Managers
AdvertisingManagers.analyze.SalesPromotionResults.to.DetermineCostEffectiveness.of.PromotionCampaigns	Advertising and Promotions Managers
PromotionsManagers.monitor.SalesPromotionResults.to.DetermineCostEffectiveness.of.PromotionCampaigns	Advertising and Promotions Managers
PromotionsManagers.analyze.SalesPromotionResults.to.DetermineCostEffectiveness.of.PromotionCampaigns	Advertising and Promotions Managers
AdvertisingManagers.identify.Contacts.for.PromotionalCampaignsIndustryProgramsMeetIdentifiedBuyerTargets	Advertising and Promotions Managers
AdvertisingManagers.develop.Contacts.for.PromotionalCampaignsIndustryProgramsMeetIdentifiedBuyerTargets	Advertising and Promotions Managers
PromotionsManagers.identify.Contacts.for.PromotionalCampaignsIndustryProgramsMeetIdentifiedBuyerTargets	Advertising and Promotions Managers
PromotionsManagers.develop.Contacts.for.PromotionalCampaignsIndustryProgramsMeetIdentifiedBuyerTargets	Advertising and Promotions Managers
AdvertisingManagers.track.ProgramBudgets	Advertising and Promotions Managers
AdvertisingManagers.track.ProgramBudgets	Advertising and Promotions Managers
AdvertisingManagers.track.CampaignResponseRates.to.EvaluateCampaign	Advertising and Promotions Managers
AdvertisingManagers.track.CampaignResponseRates.to.IndustryNorms	Advertising and Promotions Managers
PromotionsManagers.track.ProgramBudgets	Advertising and Promotions Managers
PromotionsManagers.track.ProgramBudgets	Advertising and Promotions Managers
PromotionsManagers.track.CampaignResponseRates.to.EvaluateCampaign	Advertising and Promotions Managers
PromotionsManagers.track.CampaignResponseRates.to.IndustryNorms	Advertising and Promotions Managers
AdvertisingManagers.read.TradeJournalsLiterature.to.StayInformed.on.Trends	Advertising and Promotions Managers
AdvertisingManagers.read.TradeJournalsLiterature.to.ChangesAffectMediaPlanning	Advertising and Promotions Managers
AdvertisingManagers.read.ProfessionalLiterature.to.StayInformed.on.Trends	Advertising and Promotions Managers
AdvertisingManagers.read.ProfessionalLiterature.to.ChangesAffectMediaPlanning	Advertising and Promotions Managers
PromotionsManagers.read.TradeJournalsLiterature.to.StayInformed.on.Trends	Advertising and Promotions Managers
PromotionsManagers.read.TradeJournalsLiterature.to.ChangesAffectMediaPlanning	Advertising and Promotions Managers
PromotionsManagers.read.ProfessionalLiterature.to.StayInformed.on.Trends	Advertising and Promotions Managers
PromotionsManagers.read.ProfessionalLiterature.to.ChangesAffectMediaPlanning	Advertising and Promotions Managers
AdvertisingManagers.manage.SalesTeam	Advertising and Promotions Managers
AdvertisingManagers.manage.EvaluatingEmployeePerformance	Advertising and Promotions Managers
PromotionsManagers.manage.SalesTeam	Advertising and Promotions Managers
PromotionsManagers.manage.EvaluatingEmployeePerformance	Advertising and Promotions Managers
AdvertisingManagers.prepare.AdvertisingSalesContracts	Advertising and Promotions Managers
AdvertisingManagers.negotiate.AdvertisingSalesContracts	Advertising and Promotions Managers
PromotionsManagers.prepare.AdvertisingSalesContracts	Advertising and Promotions Managers
PromotionsManagers.negotiate.AdvertisingSalesContracts	Advertising and Promotions Managers
AdvertisingManagers.formulate.Plans.to.ExtendBusiness.with.EstablishedAccountsTransactBusinessAsAgent.for.AdvertisingAccounts	Advertising and Promotions Managers
AdvertisingManagers.formulate.Plans.to.TransactBusinessAsAgent.for.AdvertisingAccounts	Advertising and Promotions Managers
PromotionsManagers.formulate.Plans.to.ExtendBusiness.with.EstablishedAccountsTransactBusinessAsAgent.for.AdvertisingAccounts	Advertising and Promotions Managers
PromotionsManagers.formulate.Plans.to.TransactBusinessAsAgent.for.AdvertisingAccounts	Advertising and Promotions Managers
AdvertisingManagers.train.WorkersEngaged.in.DevelopingProducingAdvertisements	Advertising and Promotions Managers
AdvertisingManagers.direct.WorkersEngaged.in.DevelopingProducingAdvertisements	Advertising and Promotions Managers
PromotionsManagers.train.WorkersEngaged.in.DevelopingProducingAdvertisements	Advertising and Promotions Managers
PromotionsManagers.direct.WorkersEngaged.in.DevelopingProducingAdvertisements	Advertising and Promotions Managers
AdvertisingManagers.assemble.with.Strong	Advertising and Promotions Managers
AdvertisingManagers.communicate.with.Strong	Advertising and Promotions Managers
PromotionsManagers.assemble.with.Strong	Advertising and Promotions Managers
PromotionsManagers.communicate.with.Strong	Advertising and Promotions Managers
AdvertisingManagers.provide.PresentationDemonstrationSupport.during.Introduction.of.NewProducts.to.FieldStaffCustomers	Advertising and Promotions Managers
AdvertisingManagers.provide.PresentationDemonstrationSupport.during.Introduction.of.Services.to.FieldStaffCustomers	Advertising and Promotions Managers
AdvertisingManagers.provide.ProductDemonstrationSupport.during.Introduction.of.NewProducts.to.FieldStaffCustomers	Advertising and Promotions Managers
AdvertisingManagers.provide.ProductDemonstrationSupport.during.Introduction.of.Services.to.FieldStaffCustomers	Advertising and Promotions Managers
PromotionsManagers.provide.PresentationDemonstrationSupport.during.Introduction.of.NewProducts.to.FieldStaffCustomers	Advertising and Promotions Managers
PromotionsManagers.provide.PresentationDemonstrationSupport.during.Introduction.of.Services.to.FieldStaffCustomers	Advertising and Promotions Managers
PromotionsManagers.provide.ProductDemonstrationSupport.during.Introduction.of.NewProducts.to.FieldStaffCustomers	Advertising and Promotions Managers
PromotionsManagers.provide.ProductDemonstrationSupport.during.Introduction.of.Services.to.FieldStaffCustomers	Advertising and Promotions Managers
AdvertisingManagers.company.at.TradeAssociationMeetings.to.PromoteProducts	Advertising and Promotions Managers
PromotionsManagers.company.at.TradeAssociationMeetings.to.PromoteProducts	Advertising and Promotions Managers
AdvertisingManagers.direct.ProductResearchDevelopment	Advertising and Promotions Managers
AdvertisingManagers.coordinate.ProductResearchDevelopment	Advertising and Promotions Managers
PromotionsManagers.direct.ProductResearchDevelopment	Advertising and Promotions Managers
PromotionsManagers.coordinate.ProductResearchDevelopment	Advertising and Promotions Managers
AdvertisingManagers.analyze.MarketingTrends.to.ForecastFutureConditions	Advertising and Promotions Managers
AdvertisingManagers.analyze.SalesTrends.to.ForecastFutureConditions	Advertising and Promotions Managers
PromotionsManagers.analyze.MarketingTrends.to.ForecastFutureConditions	Advertising and Promotions Managers
PromotionsManagers.analyze.SalesTrends.to.ForecastFutureConditions	Advertising and Promotions Managers
AdvertisingManagers.analyze.Effectiveness.of.MarketingTactics	Advertising and Promotions Managers
AdvertisingManagers.analyze.Effectiveness.of.Channels	Advertising and Promotions Managers
PromotionsManagers.analyze.Effectiveness.of.MarketingTactics	Advertising and Promotions Managers
PromotionsManagers.analyze.Effectiveness.of.Channels	Advertising and Promotions Managers
AdvertisingManagers.participate.in.Conferences	Advertising and Promotions Managers
PromotionsManagers.participate.in.Conferences	Advertising and Promotions Managers
AdvertisingManagers.conduct.Research.on.ConsumerOpinionsHabits	Advertising and Promotions Managers
AdvertisingManagers.conduct.Research.on.BuyingHabits	Advertising and Promotions Managers
PromotionsManagers.conduct.Research.on.ConsumerOpinionsHabits	Advertising and Promotions Managers
PromotionsManagers.conduct.Research.on.BuyingHabits	Advertising and Promotions Managers
AdvertisingManagers.coordinate.with.MarketingTeamMembers	Advertising and Promotions Managers
AdvertisingManagers.coordinate.with.MarketingTeamMembers	Advertising and Promotions Managers
AdvertisingManagers.coordinate.OtherWorkers.to.DevelopMarketingPrograms	Advertising and Promotions Managers
AdvertisingManagers.coordinate.OtherWorkers.to.ImplementMarketingPrograms	Advertising and Promotions Managers
PromotionsManagers.coordinate.with.MarketingTeamMembers	Advertising and Promotions Managers
PromotionsManagers.coordinate.with.MarketingTeamMembers	Advertising and Promotions Managers
PromotionsManagers.coordinate.OtherWorkers.to.DevelopMarketingPrograms	Advertising and Promotions Managers
PromotionsManagers.coordinate.OtherWorkers.to.ImplementMarketingPrograms	Advertising and Promotions Managers
AdvertisingManagers.develop.CommunicationsMaterials	Advertising and Promotions Managers
AdvertisingManagers.develop.CommunicationsMaterials	Advertising and Promotions Managers
AdvertisingManagers.develop.PublicRelationsInitiatives.to.PromoteAwareness.of.Products	Advertising and Promotions Managers
AdvertisingManagers.develop.PublicRelationsInitiatives.to.Services	Advertising and Promotions Managers
PromotionsManagers.develop.CommunicationsMaterials	Advertising and Promotions Managers
PromotionsManagers.develop.CommunicationsMaterials	Advertising and Promotions Managers
PromotionsManagers.develop.PublicRelationsInitiatives.to.PromoteAwareness.of.Products	Advertising and Promotions Managers
PromotionsManagers.develop.PublicRelationsInitiatives.to.Services	Advertising and Promotions Managers
AdvertisingManagers.develop.ComprehensiveMarketingStrategies	Advertising and Promotions Managers
AdvertisingManagers.develop.ComprehensiveMarketingStrategies	Advertising and Promotions Managers
PromotionsManagers.develop.ComprehensiveMarketingStrategies	Advertising and Promotions Managers
PromotionsManagers.develop.ComprehensiveMarketingStrategies	Advertising and Promotions Managers
AdvertisingManagers.evaluate.MethodsProcedures.for.CollectingData	Advertising and Promotions Managers
PromotionsManagers.evaluate.MethodsProcedures.for.CollectingData	Advertising and Promotions Managers
AdvertisingManagers.maintain.Portfolios.of.MarketingCampaigns	Advertising and Promotions Managers
AdvertisingManagers.maintain.Portfolios.of.OtherMarketingProductsIdeas	Advertising and Promotions Managers
PromotionsManagers.maintain.Portfolios.of.MarketingCampaigns	Advertising and Promotions Managers
PromotionsManagers.maintain.Portfolios.of.OtherMarketingProductsIdeas	Advertising and Promotions Managers
MarketingManagers.identify	Marketing Managers
MarketingManagers.formulate	Marketing Managers
MarketingManagers.evaluate.FinancialAspects.of.ProductDevelopment	Marketing Managers
MarketingManagers.evaluate.FinancialAspects.of.DevelopmentAppropriations	Marketing Managers
MarketingManagers.develop.PricingStrategies	Marketing Managers
MarketingManagers.develop.CustomerSatisfaction	Marketing Managers
MarketingManagers.compile.ListsDescribingProductOfferings	Marketing Managers
MarketingManagers.compile.ServiceOfferings	Marketing Managers
MarketingManagers.direct.Hiring	Marketing Managers
MarketingManagers.direct.Hiring	Marketing Managers
MarketingManagers.direct.PerformanceEvaluations.of.MarketingStaffOverseeDailyActivities	Marketing Managers
MarketingManagers.direct.PerformanceEvaluations.of.SalesStaffOverseeDailyActivities	Marketing Managers
MarketingManagers.consult.with.ProductDevelopmentPersonnel.on.ProductSpecifications	Marketing Managers
MarketingManagers.consult.with.ProductDevelopmentPersonnel.on.Packaging	Marketing Managers
MarketingManagers.use.SalesForecastingPlanning.to.EnsureSale.of.Products	Marketing Managers
MarketingManagers.use.SalesForecastingPlanning.to.Profitability.of.Products	Marketing Managers
MarketingManagers.use.StrategicPlanning.to.EnsureSale.of.Products	Marketing Managers
MarketingManagers.use.StrategicPlanning.to.Profitability.of.Products	Marketing Managers
MarketingManagers.negotiate.Contracts.with.Vendors.to.ManageProductDistribution	Marketing Managers
MarketingManagers.negotiate.Contracts.with.Distributors.to.ManageProductDistribution	Marketing Managers
MarketingManagers.coordinate.in.PromotionalActivitiesShows	Marketing Managers
MarketingManagers.coordinate.in.PromotionalActivitiesShows	Marketing Managers
MarketingManagers.coordinate.TradeShows	Marketing Managers
MarketingManagers.coordinate.TradeShows	Marketing Managers
MarketingManagers.participate.in.PromotionalActivitiesShows	Marketing Managers
