id	name	description	code	hotTechnology	inDemand
AighdOasis	AIGHD OASIS	Medical software	43232610	false	false
Aipotu	Aipotu	Analytical or scientific software	43232605	false	false
AiqSystemsTradingexpertPro	AIQ Systems TradingExpert Pro	Financial analysis software	43231604	false	false
AircraftNoiseMonitoringSystemSoftware	Aircraft noise monitoring system software	Data base user interface and query software	43232306	false	false
AircraftRegulationDatabases	Aircraft regulation databases	Data base user interface and query software	43232306	false	false
Airdata	Airdata	Project management software	43231507	false	false
AirDispersionModelingSoftware	Air dispersion modeling software	Analytical or scientific software	43232605	false	false
AirlineGlobalDistributionSystemsGdsSoftware	Airline global distribution systems GDS software	Data base user interface and query software	43232306	false	false
AirlinePilotsDailyAviationLogPpc	Airline Pilots Daily Aviation Log PPC	Data base user interface and query software	43232306	false	false
AirmagnetEnterprise	AirMagnet Enterprise	Network monitoring software	43232801	false	false
Airmaster+	AIRMaster+	Analytical or scientific software	43232605	false	false
AirQualityModelingSoftware	Air quality modeling software	Analytical or scientific software	43232605	false	false
AirsmithFlightprompt	AirSmith FlightPrompt	Data base user interface and query software	43232306	false	false
Airtable	Airtable	Data base user interface and query software	43232306	false	false
AirTrakCloudberry	Air-Trak Cloudberry	Mobile location based services software	43233511	false	false
AiSquaredZoomtext	Ai Squared ZoomText	Device drivers or system software	43233405	false	false
Ajax	AJAX	Web platform development software	43232408	true	false
AknafAdvantageSalonSoftware	Aknaf ADVANTAGE Salon Software and Spa Software	Data base user interface and query software	43232306	false	false
AlaraCrystalview	Alara CRystalView	Analytical or scientific software	43232605	false	false
AlarmManagementSystemSoftware	Alarm management system software	Industrial control software	43232608	false	false
AlarmSystemSoftware	Alarm system software	Facilities management software	43232603	false	false
Alcestis	Alcestis	Data base user interface and query software	43232306	false	false
AlchemySystemsSistem	Alchemy Systems SISTEM	Computer based training software	43232502	false	false
AldataWarehouseManagement	Aldata Warehouse Management	Materials requirements planning logistics and supply chain software	43231506	false	false
AldeloSystemsAldeloForRestaurantsPro	Aldelo Systems Aldelo for Restaurants Pro	Point of sale POS software	43232611	false	false
AldusFreehand	Aldus FreeHand	Graphics or photo imaging software	43232102	false	false
AlertonAscentCompass	Alerton Ascent Compass	Industrial control software	43232608	false	false
AlertTechnologiesOpscenter	Alert Technologies OpsCenter	Project management software	43231507	false	false
AlfrescoSoftwareAlfresco	Alfresco Software Alfresco	Document management software	43232202	false	false
Algae	Algae	Analytical or scientific software	43232605	false	false
AlgolabRasterToVectorConversionToolkit	AlgoLab Raster to Vector Conversion Toolkit	Data conversion software	43233402	false	false
AlgorithmCompuCeph	Algorithm Compu-Ceph	Medical software	43232610	false	false
AlgorithmicLanguageAlgol	Algorithmic language ALGOL	Development environment software	43232402	false	false
AlgorithmicSoftware	Algorithmic software	Analytical or scientific software	43232605	false	false
AliasWavefrontDesignStudio	Alias Wavefront Design Studio	Computer aided design CAD software	43232604	false	false
AlibreDesign	Alibre Design	Computer aided design CAD software	43232604	false	false
AlineGrc	Aline GRC	Compliance software	43232606	false	false
AljexInventory	Aljex Inventory	Inventory management software	43231508	false	false
AlkTechnologiesFleetsuite	ALK Technologies FleetSuite	Route navigation software	43232504	false	false
AlkTechnologiesPc*miler	ALK Technologies PC*Miler	Route navigation software	43232504	false	false
AllaireColdfusion	Allaire ColdFusion	Web platform development software	43232408	false	false
AllegroLandmark	Allegro Landmark	Map creation software	43233506	false	false
AllenBradleyPanelview	Allen Bradley PanelView	Industrial control software	43232608	false	false
AllergenicDietSoftware	Allergenic diet software	Analytical or scientific software	43232605	false	false
AllianceAutomotiveShopController	Alliance Automotive Shop Controller	Facilities management software	43232603	false	false
AlliedFinancialSoftwareAct4advisors	Allied Financial Software Act4Advisors	Customer relationship management CRM software	43232303	false	false
AllneticWorkingTimeTracker	AllNetic Working Time Tracker	Human resources software	43231505	false	false
AllscriptsCanopy	Allscripts Canopy	Medical software	43232610	false	false
AllscriptsEhr	Allscripts EHR	Medical software	43232610	false	false
AllscriptsHealthcareAutomationSoftware	Allscripts healthcare automation software	Medical software	43232610	false	false
AllscriptsPayerpath	Allscripts Payerpath	Medical software	43232610	false	false
AllscriptsPm	Allscripts PM	Medical software	43232610	false	false
AllscriptsProfessionalEhr	Allscripts Professional EHR	Medical software	43232610	false	false
AllscriptsProfessionalPm	Allscripts Professional PM	Accounting software	43231601	false	false
AllscriptsSunrise	Allscripts Sunrise	Medical software	43232610	false	false
AllstarSoftwareSystemsKofax	Allstar Software Systems Kofax	Document management software	43232202	false	false
AlmarisELearningSystemsFinancialAccountingTutor	Almaris E-Learning Systems Financial Accounting Tutor	Computer based training software	43232502	false	false
Alphadent	AlphaDent	Medical software	43232610	false	false
AlphaFour	Alpha Four	Data base management system software	43232304	false	false
AlphaSoftwareAlphaFive	Alpha Software Alpha Five	Data base user interface and query software	43232306	false	false
AlstomEsarad	Alstom ESARAD	Analytical or scientific software	43232605	false	false
AlstomEsatan	Alstom ESATAN	Analytical or scientific software	43232605	false	false
AltairEngineeringMotionsolve	Altair Engineering MotionSolve	Analytical or scientific software	43232605	false	false
AltapointDataSystemsAltapointDental	AltaPoint Data Systems AltaPoint Dental	Medical software	43232610	false	false
AltapointDataSystemsAltapointVision	AltaPoint Data Systems AltaPoint Vision	Medical software	43232610	false	false
AlteerOffice	Alteer Office	Medical software	43232610	false	false
AlteerPremiere	Alteer Premiere	Medical software	43232610	false	false
AlteraHardwareDescriptionLanguageAhdl	Altera hardware description language AHDL	Development environment software	43232402	false	false
AlteraMax	Altera MAX	Analytical or scientific software	43232605	false	false
AlteraQuartusIi	Altera Quartus II	Analytical or scientific software	43232605	false	false
AlteryxSoftware	Alteryx software	Business intelligence and data analysis software	43232314	true	false
AltiaDesign	Altia Design	Graphical user interface development software	43232404	false	false
AltiumDesigner	Altium Designer	Computer aided design CAD software	43232604	false	false
AltovaMapforce	Altova MapForce	Metadata management software	43232310	false	false
AluaSoftwarePaddockPro	Alua Software Paddock Pro	Data base user interface and query software	43232306	false	false
AmadeusAlteaReservation	Amadeus Altea Reservation	Data base user interface and query software	43232306	false	false
AmadeusCrs	Amadeus CRS	Data base user interface and query software	43232306	false	false
AmazingCharts	Amazing Charts	Medical software	43232610	false	false
AmazonDataPipeline	Amazon Data Pipeline	Data base management system software	43232304	false	false
AmazonDynamodb	Amazon DynamoDB	Data base management system software	43232304	true	false
AmazonElasticComputeCloudEc2	Amazon Elastic Compute Cloud EC2	Data base user interface and query software	43232306	true	false
AmazonElasticContainerServiceEcs	Amazon Elastic Container Service ECS	Application server software	43232701	false	false
AmazonKinesis	Amazon Kinesis	Data base management system software	43232304	false	false
AmazonRedshift	Amazon Redshift	Data base user interface and query software	43232306	true	false
AmazonSimpleStorageServiceS3	Amazon Simple Storage Service S3	Storage networking software	43232907	true	false
AmazonWebServicesAwsCloudformation	Amazon Web Services AWS CloudFormation	Cloud-based management software	43232806	true	false
AmazonWebServicesAwsSagemaker	Amazon Web Services AWS SageMaker	Cloud-based management software	43232806	false	false
AmazonWebServicesAwsSoftware	Amazon Web Services AWS software	Data base user interface and query software	43232306	true	false
AmberRoad	Amber Road	Materials requirements planning logistics and supply chain software	43231506	false	false
AmbientDesignArtrage	Ambient Design ArtRage	Graphics or photo imaging software	43232102	false	false
AmcomAutos2000	Amcom AUTOS2000	Facilities management software	43232603	false	false
AmcsPlatform	AMCS Platform	Analytical or scientific software	43232605	false	false
AmericanAssociationOfCriticalCareNursesAacnMedicopeia	American Association of Critical Care Nurses AACN Medicopeia	Information retrieval or search software	43232309	false	false
AmericanDataSystemsPawsVeterinaryPracticeManagement	American Data Systems PAWS Veterinary Practice Management	Medical software	43232610	false	false
AmericanGlazingSoftwareAgsWindowpricer	American Glazing Software AGS WindowPricer	Project management software	43231507	false	false
AmericanHealthtechFinancial	American HealthTech Financial	Accounting software	43231601	false	false
AmericanLegalnetEdockets	American Legalnet eDockets	Calendar and scheduling software	43232108	false	false
AmericanLegalnetSmartDockets	American Legalnet Smart Dockets	Calendar and scheduling software	43232108	false	false
AmericanLegalnetUscourtforms	American LegalNet USCourtForms	Information retrieval or search software	43232309	false	false
AmericanMedicalAssociationCodemanager	American Medical Association CodeManager	Categorization or classification software	43232301	false	false
AmericanMedicalBillingSoftwarePma	American Medical Billing Software PMA	Medical software	43232610	false	false
AmericanNationalStandardsInstituteAnsiC	American National Standards Institute ANSI C	Development environment software	43232402	false	false
AmericanOrthodonticsCompuCeph	American Orthodontics Compu-Ceph	Graphics or photo imaging software	43232102	false	false
AmericanOrthodonticsPhotoEze	American Orthodontics Photo-Eze	Graphics or photo imaging software	43232102	false	false
AmericanOrthotic	American Orthotic and Prosthetic Association CodingPro	Medical software	43232610	false	false
AmericanPrecisionInstrumentsRegit	American Precision Instruments Regit	Point of sale POS software	43232611	false	false
AmericanPrintingHouseForBlindLearnKeys	American Printing House for the Blind Learn Keys	Device drivers or system software	43233405	false	false
AmericanPrintingHouseForBlindTalkingTyper	American Printing House for the Blind Talking Typer	Computer based training software	43232502	false	false
AmericanRivieraMagtax	American Riviera Magtax	Tax preparation software	43231603	false	false
AmericanSignLanguageAslBrowser	American Sign Language ASL browser	Dictionary software	43232507	false	false
AmericanSignLanguageBrowser	American Sign Language Browser	Data base user interface and query software	43232306	false	false
