processId	industry
Companies.develop.DemandConsensusForecast	cross-industry
Companies.determine.Available.to.Promise	cross-industry
Companies.monitor.Activity.against.DemandForecastForecast	cross-industry
Companies.monitor.ReviseForecast	cross-industry
Companies.evaluate.DemandForecastingApproach	cross-industry
Companies.revise.DemandForecastingApproach	cross-industry
Companies.measure.DemandForecastAccuracy	cross-industry
Companies.create.MaterialsPlan	cross-industry
Companies.create.UnconstrainedPlan	cross-industry
Companies.collaborate.with.SupplierManufacturers	cross-industry
Companies.collaborate.ContractManufacturers	cross-industry
Companies.identify.CriticalMaterialsCapacity	cross-industry
Companies.identify.SupplierCapacity	cross-industry
Companies.monitor.MaterialSpecifications	cross-industry
Companies.generate.ConstrainedPlan	cross-industry
Companies.define.ProductionBalance	cross-industry
Companies.define.Control	cross-industry
Companies.create.MasterProductionSchedule	cross-industry
Companies.manage.MasterProductionSchedule	cross-industry
Companies.model.ProductionNetwork.to.EnableSimulation	cross-industry
Companies.model.ProductionNetwork.to.Optimization	cross-industry
Companies.create.MasterProductionSchedule	cross-industry
Companies.maintain.MasterProductionSchedule	cross-industry
Companies.plan.DistributionRequirements	cross-industry
Companies.maintain.MasterData	cross-industry
Companies.determine.FinishedGoodsInventoryRequirements.at.Destination	cross-industry
Companies.determine.ProductStorageFacilityRequirements	cross-industry
Companies.calculate.Requirements.at.Destination	cross-industry
Companies.calculate.Consolidation.at.Source	cross-industry
Companies.manage.CollaborativeReplenishmentPlanning	cross-industry
Companies.calculate.DestinationDispatchPlan	cross-industry
Companies.optimize.DestinationDispatchPlan	cross-industry
Companies.manage.DispatchPlanAttainment	cross-industry
Companies.calculate.DestinationLoadPlans	cross-industry
Companies.optimize.DestinationLoadPlans	cross-industry
Companies.manage.PartnerLoadPlan	cross-industry
Companies.manage.Cost.of.Supply	cross-industry
Companies.manage.CapacityUtilization	cross-industry
Companies.establish.DistributionPlanningConstraints	cross-industry
Companies.establish.DistributionCenterLayoutConstraints	cross-industry
Companies.establish.InventoryManagementConstraints	cross-industry
Companies.establish.TransportationManagementConstraints	cross-industry
Companies.establish.StorageManagementConstraints	cross-industry
Companies.review.DistributionPlanningPolicies	cross-industry
Companies.review.DistributionNetwork	cross-industry
Companies.establish.SourcingRelationships	cross-industry
Companies.establish.DynamicDeploymentPolicies	cross-industry
Companies.develop.QualityStandards	cross-industry
Companies.develop.Procedures	cross-industry
Companies.establish.QualityTargets	cross-industry
Companies.develop.StandardTestingProcedures	cross-industry
Companies.communicate.QualitySpecifications	cross-industry
Companies.procure.Materials	cross-industry
Companies.procure.Services	cross-industry
Companies.provide.SourcingGovernanceCategoryManagement	cross-industry
Companies.provide.PerformCategoryManagement	cross-industry
Companies.develop.ProcurementPlan	cross-industry
Companies.clarify.PurchasingRequirements	cross-industry
Companies.establish.MaterialsManagementContingencyPlans	cross-industry
Companies.match.Needs.to.SupplyCapabilities	cross-industry
Companies.analyze.OrganizationSSpendProfile	cross-industry
Companies.seek.Opportunities.to.ImproveEfficiency	cross-industry
Companies.seek.Opportunities.to.Value	cross-industry
Companies.collaborate.with.Suppliers.to.IdentifySourcingOpportunities	cross-industry
Companies.select.SuppliersContracts	cross-industry
Companies.select.Develop	cross-industry
Companies.select.Suppliers	cross-industry
Companies.certify.Suppliers	cross-industry
Companies.validate.Suppliers	cross-industry
Companies.negotiate.Contracts	cross-industry
Companies.establish.Contracts	cross-industry
Companies.manage.Contracts	cross-industry
Companies.order.Materials	cross-industry
Companies.order.Services	cross-industry
Companies.process.Requisitions	cross-industry
Companies.review.Requisitions	cross-industry
Companies.approve.Requisitions	cross-industry
Companies.solicit.SupplierQuotes	cross-industry
Companies.create.PurchaseOrders	cross-industry
Companies.distribute.PurchaseOrders	cross-industry
Companies.expedite.OrdersInquiries	cross-industry
Companies.expedite.SatisfyInquiries	cross-industry
Companies.reconcile.PurchaseOrders	cross-industry
Companies.research.OrderExceptions	cross-industry
Companies.resolve.OrderExceptions	cross-industry
Companies.manage.Suppliers	cross-industry
Companies.monitor.SupplierInformation	cross-industry
Companies.manage.SupplierInformation	cross-industry
Companies.prepare.ProcurementSupplierPerformance	cross-industry
Companies.analyze.ProcurementSupplierPerformance	cross-industry
Companies.support.InventoryProcesses	cross-industry
Companies.support.ProductionProcesses	cross-industry
Companies.monitor.Quality.of.ProductDelivered	cross-industry
Companies.produce	cross-industry
Companies.schedule.Production	cross-industry
Companies.model.SimulatePlant	cross-industry
Companies.generate.LineLevelPlan	cross-industry
Companies.generate.DetailedSchedule	cross-industry
Companies.schedule.ProductionOrdersLots	cross-industry
Companies.schedule.CreateLots	cross-industry
Companies.plan.for.PreventiveMaintenance	cross-industry
Companies.request.UnplannedMaintenance	cross-industry
Companies.release.ProductionOrdersLots	cross-industry
Companies.release.CreateLots	cross-industry
Companies.produce.Product	cross-industry
Companies.assemble.Product	cross-industry
Companies.manage.RawMaterialInventory	cross-industry
Companies.execute.DetailedLineSchedule	cross-industry
Companies.report.MaintenanceIssues	cross-industry
Companies.defective.Items	cross-industry
Companies.monitor.ProductionProcess	cross-industry
Companies.optimize.ProductionProcess	cross-industry
Companies.automate.Plant	cross-industry
Companies.control.Plant	cross-industry
Companies.perform.AdvancedProcessControl	cross-industry
Companies.perform.Real	cross-industry
Companies.manage.PlantAlarms	cross-industry
Companies.manage.Alerts	cross-industry
Companies.assess.ProductionPerformance	cross-industry
Companies.perform.QualityTesting	cross-industry
Companies.calibrate.TestEquipment	cross-industry
Companies.perform.TestingUsingStandardTestingProcedure	cross-industry
Companies.manage.QualitySamples	cross-industry
Companies.record.TestResults	cross-industry
Companies.track.Non	cross-industry
Companies.analyze.Non	cross-industry
Companies.perform.RootCauseAnalysis	cross-industry
Companies.maintain.ProductionRecordsLotTraceability	cross-industry
Companies.maintain.ManageLotTraceability	cross-industry
Companies.determine.LotNumberingSystem	cross-industry
Companies.determine.LotUse	cross-industry
Companies.manage.Logistics	cross-industry
Companies.manage.Warehousing	cross-industry
Companies.provide.LogisticsGovernance	cross-industry
Companies.translate.CustomerServiceRequirements.into.LogisticsRequirements	cross-industry
Companies.design.LogisticsNetwork	cross-industry
Companies.communicate.OutsourcingNeeds	cross-industry
Companies.develop.DeliveryServicePolicy	cross-industry
Companies.maintain.DeliveryServicePolicy	cross-industry
Companies.optimize.TransportationSchedules	cross-industry
Companies.optimize.Costs	cross-industry
Companies.define.KeyPerformanceMeasures	cross-industry
Companies.define.ReverseLogisticsStrategy	cross-industry
Companies.plan.InboundMaterialFlow	cross-industry
Companies.manage.InboundMaterialFlow	cross-industry
Companies.plan.InboundMaterialReceipts	cross-industry
Companies.manage.InboundMaterialFlow	cross-industry
Companies.monitor.InboundDeliveryPerformance	cross-industry
Companies.manage.Flow.of.ReturnedProducts	cross-industry
Companies.manage.Disposition.of.ReturnedProducts	cross-industry
Companies.determine.Quality.of.ControlledPart	cross-industry
Companies.perform.SalvageActivities	cross-industry
Companies.manage.Repair	cross-industry
Companies.return.to.FinishedGoodsInventory	cross-industry
Companies.operate.Warehousing	cross-industry
Companies.manage.InventoryDeployment	cross-industry
Companies.track.InventoryDeployment	cross-industry
Companies.receive.InboundDeliveries	cross-industry
Companies.inspect.InboundDeliveries	cross-industry
Companies.store.InboundDeliveries	cross-industry
Companies.track.ProductAvailability	cross-industry
Companies.pick.Product.for.Delivery	cross-industry
Companies.pack.Product.for.Delivery	cross-industry
Companies.ship.Product.for.Delivery	cross-industry
Companies.track.InventoryAccuracy	cross-industry
Companies.track.Third	cross-industry
Companies.track.ShippingPerformance	cross-industry
Companies.manage.PhysicalFinishedGoodsInventory	cross-industry
Companies.manage.WarehouseTransfers	cross-industry
Companies.operate.OutboundTransportation	cross-industry
Companies.plan.OutboundProduct	cross-industry
Companies.transport.OutboundProduct	cross-industry
Companies.deliver.OutboundProduct	cross-industry
Companies.track.CarrierDeliveryPerformance	cross-industry
Companies.manage.TransportationFleet	cross-industry
Companies.process.CarrierInvoicesDocuments	cross-industry
Companies.audit.CarrierInvoicesDocuments	cross-industry
Companies.deliver.Services	cross-industry
Companies.establish.ServiceDeliveryGovernance	cross-industry
Companies.establish.Strategies	cross-industry
Companies.establish.ServiceDeliveryGovernance	cross-industry
Companies.set.up.ServiceDeliveryGovernanceSystem	cross-industry
Companies.set.ManagementSystem	cross-industry
Companies.set.MaintainServiceDeliveryGovernanceSystem	cross-industry
Companies.set.ManagementSystem	cross-industry
Companies.manage.ServiceDeliveryPerformance	cross-industry
Companies.manage.ServiceDeliveryDevelopment	cross-industry
Companies.manage.Direction	cross-industry
Companies.solicit.Feedback.from.Customer.on.ServiceDeliverySatisfaction	cross-industry
Companies.develop.ServiceDeliveryStrategies	cross-industry
Companies.define.ServiceDeliveryGoals	cross-industry
Companies.define.LaborPolicies	cross-industry
Companies.evaluate.ResourceAvailability	cross-industry
Companies.define.ServiceDeliveryNetworkConstraints	cross-industry
Companies.define.SupplyConstraints	cross-industry
Companies.define.ServiceDeliveryProcess	cross-industry
Companies.review.ServiceDeliveryProcedures	cross-industry
Companies.validate.ServiceDeliveryProcedures	cross-industry
Companies.define.ServiceDeliveryWorkplaceLayout	cross-industry
Companies.define.Infrastructure	cross-industry
Companies.manage.ServiceDeliveryResources	cross-industry
Companies.manage.ServiceDeliveryResourceDemand	cross-industry
Companies.monitor.Pipeline	cross-industry
Companies.develop.BaselineForecasts	cross-industry
Companies.collaborate.with.Customers	cross-industry
Companies.develop.ConsensusForecast	cross-industry
Companies.determine.Availability.of.Skills.to.Deliver.on.CurrentCustomerOrders	cross-industry
Companies.determine.Availability.of.ForecastCustomerOrders	cross-industry
Companies.monitor.Activity.against.ForecastForecast	cross-industry
Companies.monitor.ReviseForecast	cross-industry
Companies.evaluate.ForecastingApproach	cross-industry
Companies.revise.ForecastingApproach	cross-industry
Companies.measure.ForecastAccuracy	cross-industry
Companies.create.ResourcePlan	cross-industry
Companies.manage.ResourcePlan	cross-industry
Companies.define.SkillsTaxonomy	cross-industry
Companies.manage.SkillsTaxonomy	cross-industry
Companies.create.ResourcePlan	cross-industry
Companies.match.ResourceDemand.with.Capacity	cross-industry
Companies.match.ResourceDemand.with.Capabilities	cross-industry
Companies.collaborate.with.Suppliers.to.SupplementSkills	cross-industry
Companies.collaborate.with.Suppliers.to.Capabilities	cross-industry
Companies.collaborate.Partners.to.SupplementSkills	cross-industry
Companies.collaborate.Partners.to.Capabilities	cross-industry
Companies.identify.CriticalResourcesCapacity	cross-industry
Companies.identify.SupplierCapacity	cross-industry
Companies.monitor.ResourceCapacityAvailability	cross-industry
Companies.manage.ResourceCapacityAvailability	cross-industry
Companies.enable.ServiceDeliveryResources	cross-industry
Companies.develop.ServiceDeliveryTrainingPlan	cross-industry
Companies.develop.TrainingMaterials	cross-industry
Companies.manage.TrainingSchedule	cross-industry
Companies.deliver.OperationsTraining	cross-industry
Companies.deliver.TechnicalTraining	cross-industry
Companies.perform.SkillTesting	cross-industry
